Category,GO BP Term,Hepatocytes,.,Patient 2177,..,Patient 2280,...,Patient 2556,....,Patient 2766,.....,Patient 3196,......,Patient 3477,.......
GOTERM_BP_5,negative regulation of nuclear division,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,vesicle fusion,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of smooth muscle cell migration,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,aromatic amino acid family catabolic process,1.00E+00,#N/A,4.40E-02,10,3.90E-02,11,1.00E+00,#N/A,1.00E+00,#N/A,5.50E-02,10,3.90E-02,10
GOTERM_BP_5,positive regulation of stress fiber formation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of collagen metabolic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,spindle checkpoint,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,"retrograde transport, endosome to Golgi",1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of acute inflammatory response,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E-01,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of mitosis,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,long-term memory,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,histidine family amino acid metabolic process,5.00E-02,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,oligosaccharide biosynthetic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of humoral immune response,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of antigen receptor-mediated signaling pathway,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of microtubule polymerization,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,steroid biosynthetic process,4.70E-01,42,3.30E-01,43,3.90E-01,49,5.00E-01,36,2.10E-01,50,1.50E-01,47,4.60E-02,48
GOTERM_BP_5,positive regulation of biosynthetic process,9.70E-01,305,8.50E-01,311,4.30E-01,382,9.50E-01,263,1.00E+00,329,9.80E-01,309,9.20E-01,301
GOTERM_BP_5,positive regulation of macromolecule biosynthetic process,9.90E-01,282,8.70E-01,291,4.80E-01,358,9.80E-01,243,1.00E+00,311,9.90E-01,287,9.50E-01,280
GOTERM_BP_5,cellular polysaccharide metabolic process,4.50E-01,27,3.00E-01,28,4.30E-01,31,7.10E-01,21,3.40E-01,31,4.90E-01,27,3.60E-01,27
GOTERM_BP_5,regulation of carbohydrate biosynthetic process,1.30E-01,14,5.40E-01,11,6.60E-01,12,1.00E+00,#N/A,7.50E-01,11,4.20E-01,12,6.80E-01,10
GOTERM_BP_5,aminoglycan catabolic process,1.00E+00,#N/A,7.10E-01,10,1.00E+00,#N/A,5.00E-01,10,4.30E-01,13,6.00E-01,11,2.00E-01,13
GOTERM_BP_5,long-chain fatty acid transport,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,epithelial cell development,1.00E+00,#N/A,1.00E+00,#N/A,8.00E-01,11,5.00E-01,10,4.30E-01,13,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,"negative regulation of gene expression, epigenetic",1.00E+00,#N/A,7.10E-01,10,8.00E-01,11,1.00E+00,#N/A,2.70E-01,14,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,skeletal system morphogenesis,1.00E+00,37,9.80E-01,43,5.40E-01,62,7.20E-01,44,8.10E-01,56,8.40E-01,50,9.30E-01,45
GOTERM_BP_5,negative regulation of myeloid cell differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,8.40E-01,11,8.90E-01,14,9.20E-01,12,9.40E-01,11
GOTERM_BP_5,regulation of chromosome organization,6.00E-01,15,4.20E-01,16,1.20E-01,21,2.50E-02,19,8.80E-02,21,2.20E-01,18,1.50E-01,18
GOTERM_BP_5,regulation of generation of precursor metabolites and energy,2.00E-01,18,5.60E-01,15,4.80E-01,18,9.20E-01,10,6.90E-01,16,4.80E-01,16,5.30E-01,15
GOTERM_BP_5,regulation of cytokine secretion,9.60E-01,11,9.00E-01,12,1.00E+00,#N/A,9.20E-01,10,9.70E-01,12,1.00E+00,#N/A,9.70E-01,10
GOTERM_BP_5,peptide hormone secretion,7.30E-01,18,9.70E-01,14,3.40E-01,24,6.70E-01,16,7.50E-01,20,7.60E-01,18,9.90E-01,12
GOTERM_BP_5,meiosis,8.40E-01,43,8.90E-01,41,7.20E-01,52,6.80E-01,39,9.30E-01,46,9.90E-01,37,9.90E-01,35
GOTERM_BP_5,M phase of meiotic cell cycle,8.40E-01,43,8.90E-01,41,7.20E-01,52,6.80E-01,39,9.30E-01,46,9.90E-01,37,9.90E-01,35
GOTERM_BP_5,RNA modification,4.60E-02,30,4.70E-01,24,2.50E-01,30,3.80E-01,22,1.80E-01,30,5.60E-01,24,2.30E-01,26
GOTERM_BP_5,B cell differentiation,7.40E-01,22,5.90E-01,23,8.50E-01,24,8.80E-01,17,9.80E-01,20,9.90E-01,16,9.90E-01,15
GOTERM_BP_5,regulation of nucleotide metabolic process,9.10E-01,49,8.40E-01,50,8.10E-01,60,6.90E-01,46,8.90E-01,56,9.80E-01,46,8.90E-01,48
GOTERM_BP_5,regulation of cellular ketone metabolic process,2.50E-01,31,4.90E-01,28,3.50E-01,34,3.50E-01,26,7.50E-01,29,2.80E-01,31,5.50E-01,27
GOTERM_BP_5,ear morphogenesis,1.40E-01,37,6.10E-01,31,4.40E-01,38,5.30E-01,28,5.30E-01,36,6.10E-01,32,8.20E-01,28
GOTERM_BP_5,nucleosome assembly,2.00E-01,45,1.40E-04,57,2.20E-03,60,1.50E-04,52,7.90E-04,60,6.90E-05,59,2.40E-01,43
GOTERM_BP_5,forebrain development,2.20E-01,78,8.00E-01,67,5.80E-01,83,7.00E-01,60,7.30E-01,78,8.10E-01,69,8.30E-01,65
GOTERM_BP_5,negative regulation of immune response,1.00E+00,#N/A,8.90E-01,10,6.70E-01,14,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,embryonic digit morphogenesis,2.50E-01,15,5.10E-01,13,2.20E-01,17,2.90E-01,13,3.00E-01,16,2.70E-01,15,3.30E-01,14
GOTERM_BP_5,negative regulation of epithelial cell proliferation,5.50E-01,13,8.90E-01,10,3.60E-01,16,7.50E-01,10,8.60E-01,12,5.70E-01,13,8.80E-01,10
GOTERM_BP_5,regulation of ion transmembrane transport,7.00E-01,12,8.90E-01,10,8.00E-01,13,1.00E+00,#N/A,8.60E-01,12,7.20E-01,12,7.80E-01,11
GOTERM_BP_5,negative regulation of transmission of nerve impulse,8.20E-01,11,6.70E-01,12,8.00E-01,13,4.40E-01,12,6.10E-01,14,5.70E-01,13,6.40E-01,12
GOTERM_BP_5,positive regulation of osteoblast differentiation,3.90E-01,14,8.90E-01,10,1.20E-01,18,3.90E-02,16,6.10E-01,14,7.90E-02,17,3.30E-01,14
GOTERM_BP_5,sperm motility,8.20E-01,11,3.60E-01,14,8.00E-01,13,7.50E-01,10,7.50E-01,13,8.40E-01,11,6.40E-01,12
GOTERM_BP_5,amino sugar metabolic process,9.10E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,9.30E-01,11,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of cytokine-mediated signaling pathway,1.00E+00,#N/A,1.50E-01,11,5.40E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of muscle cell differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,pyrimidine ribonucleotide metabolic process,3.20E-01,10,1.00E+00,#N/A,3.50E-01,11,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of phagocytosis,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,signal complex assembly,3.20E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,myotube differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of natural killer cell mediated cytotoxicity,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of receptor-mediated endocytosis,1.00E+00,#N/A,1.00E+00,#N/A,5.40E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of natural killer cell mediated immunity,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of microtubule depolymerization,1.00E+00,#N/A,2.90E-01,10,5.40E-01,10,1.00E+00,#N/A,3.00E-01,11,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,midbrain development,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,gland morphogenesis,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,trophectodermal cell differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,3.40E-01,10,1.00E+00,#N/A
GOTERM_BP_5,regulation of microtubule depolymerization,1.00E+00,#N/A,2.90E-01,10,5.40E-01,10,1.00E+00,#N/A,3.00E-01,11,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of protein complex assembly,9.40E-01,13,8.70E-01,14,7.60E-01,18,7.90E-01,13,8.00E-01,17,8.30E-01,15,9.20E-01,13
GOTERM_BP_5,ethanolamine and derivative metabolic process,4.40E-01,18,7.80E-01,15,8.50E-01,17,8.80E-01,12,8.00E-01,17,9.50E-01,13,9.20E-01,13
GOTERM_BP_5,membrane lipid biosynthetic process,2.00E-01,20,6.70E-01,16,1.00E+00,#N/A,5.40E-01,15,8.00E-01,17,7.30E-01,16,5.00E-01,17
GOTERM_BP_5,myeloid leukocyte differentiation,8.10E-01,15,4.00E-01,18,7.60E-01,18,7.90E-01,13,9.40E-01,15,7.30E-01,16,8.50E-01,14
GOTERM_BP_5,negative regulation of translation,7.00E-01,16,4.00E-01,18,4.10E-02,25,5.40E-01,15,1.10E-01,23,7.40E-02,22,2.50E-01,19
GOTERM_BP_5,mitotic cell cycle checkpoint,6.00E-01,21,5.50E-01,21,1.70E-01,28,4.90E-01,19,6.40E-01,23,6.30E-01,21,2.80E-01,23
GOTERM_BP_5,energy reserve metabolic process,8.10E-01,19,3.20E-01,23,6.10E-01,24,7.30E-01,17,8.30E-01,21,7.40E-01,20,7.40E-01,19
GOTERM_BP_5,Notch signaling pathway,4.00E-01,27,5.70E-01,25,5.90E-01,29,4.50E-01,23,7.90E-01,26,7.50E-01,24,4.10E-01,26
GOTERM_BP_5,immune response-activating signal transduction,8.70E-01,22,6.70E-01,24,7.80E-01,27,9.50E-01,17,9.90E-01,21,9.30E-01,21,8.20E-01,22
GOTERM_BP_5,cartilage development,6.30E-01,35,9.70E-01,28,1.60E-01,46,3.60E-01,33,8.00E-01,37,6.80E-01,35,8.90E-01,30
GOTERM_BP_5,immune response-regulating signal transduction,9.10E-01,23,8.30E-01,24,7.90E-01,29,9.60E-01,18,9.90E-01,22,9.20E-01,23,9.10E-01,22
GOTERM_BP_5,regulation of nucleotide biosynthetic process,8.90E-01,47,8.10E-01,48,8.00E-01,57,5.90E-01,45,8.90E-01,53,9.80E-01,43,8.60E-01,46
GOTERM_BP_5,negative regulation of cytokine production,9.90E-01,12,8.50E-01,16,8.50E-01,19,7.40E-01,15,9.60E-01,16,8.10E-01,17,8.20E-01,16
GOTERM_BP_5,positive regulation of cellular biosynthetic process,9.90E-01,297,8.70E-01,305,4.50E-01,376,9.60E-01,258,1.00E+00,325,9.90E-01,302,9.20E-01,296
GOTERM_BP_5,positive regulation of chemotaxis,8.80E-01,12,7.70E-01,13,6.90E-01,16,3.90E-01,14,8.50E-01,14,4.10E-01,16,8.50E-01,12
GOTERM_BP_5,negative regulation of protein polymerization,9.40E-01,11,9.30E-01,11,8.90E-01,14,8.00E-01,11,7.50E-01,15,9.50E-01,11,9.20E-01,11
GOTERM_BP_5,collagen catabolic process,1.00E+00,#N/A,6.40E-01,10,7.30E-01,11,1.00E+00,#N/A,5.10E-01,12,5.10E-01,11,4.30E-01,11
GOTERM_BP_5,regulation of interleukin-1 beta production,1.00E+00,#N/A,6.40E-01,10,8.60E-01,10,4.30E-01,10,6.80E-01,11,1.00E+00,#N/A,6.10E-01,10
GOTERM_BP_5,negative regulation of cellular catabolic process,3.20E-01,12,4.60E-01,11,5.00E-02,16,4.30E-01,10,1.00E+00,#N/A,5.10E-01,11,2.70E-01,12
GOTERM_BP_5,regulation of calcium-mediated signaling,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of vasodilation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of adenylate cyclase activity,9.50E-01,39,8.00E-01,42,7.80E-01,50,7.00E-01,38,9.30E-01,45,9.90E-01,36,9.30E-01,38
GOTERM_BP_5,embryonic limb morphogenesis,6.40E-01,41,5.70E-01,41,3.20E-01,51,5.70E-01,36,5.30E-01,47,3.50E-01,45,5.20E-01,41
GOTERM_BP_5,embryonic appendage morphogenesis,6.40E-01,41,5.70E-01,41,3.20E-01,51,5.70E-01,36,5.30E-01,47,3.50E-01,45,5.20E-01,41
GOTERM_BP_5,regulation of B cell activation,1.00E+00,16,1.00E+00,11,1.00E+00,#N/A,1.00E+00,13,1.00E+00,17,9.50E-01,20,9.90E-01,16
GOTERM_BP_5,male sex determination,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of macrophage differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of collagen biosynthetic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of epidermal growth factor receptor signaling pathway,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of oxygen and reactive oxygen species metabolic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,amyloid precursor protein metabolic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of mitochondrial membrane permeability,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,response to oxygen radical,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,entry into host cell,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,pentose metabolic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,cerebral cortex neuron differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of systemic arterial blood pressure by renin-angiotensin,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,sphingomyelin metabolic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of mitotic metaphase/anaphase transition,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,polyamine metabolic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of cyclin-dependent protein kinase activity,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of glycoprotein biosynthetic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,post-embryonic organ development,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,movement in host environment,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,head morphogenesis,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of T cell differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of adaptive immune response,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,metaphase plate congression,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of Notch signaling pathway,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of interferon-gamma production,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,entry into host,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,entry of virus into host cell,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,hemopoietic progenitor cell differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of keratinocyte differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,response to cadmium ion,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,entry into other organism during symbiotic interaction,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,mitotic cell cycle spindle assembly checkpoint,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,ensheathment of neurons,9.90E-01,14,7.30E-01,19,6.60E-01,23,9.80E-01,12,8.70E-01,20,9.80E-01,15,8.70E-01,17
GOTERM_BP_5,complement activation,9.10E-01,17,2.70E-01,23,6.60E-01,23,8.70E-01,15,7.90E-01,21,2.30E-01,24,8.70E-01,17
GOTERM_BP_5,hair follicle development,9.10E-01,17,7.30E-01,19,3.10E-01,26,6.80E-01,17,8.70E-01,20,6.90E-01,20,4.60E-01,21
GOTERM_BP_5,cell fate determination,5.10E-01,17,3.40E-01,18,4.30E-01,20,6.20E-01,14,4.90E-01,19,4.00E-01,18,3.10E-01,18
GOTERM_BP_5,synaptic vesicle transport,9.60E-01,12,8.40E-01,14,8.90E-01,16,9.20E-01,11,9.10E-01,15,9.70E-01,12,9.90E-01,10
GOTERM_BP_5,cerebral cortex development,1.60E-01,20,2.20E-01,19,1.10E-01,23,7.50E-01,13,2.30E-01,21,5.40E-01,17,7.10E-01,15
GOTERM_BP_5,cilium morphogenesis,6.50E-01,16,4.70E-01,17,8.90E-01,16,6.20E-01,14,4.90E-01,19,5.40E-01,17,5.80E-01,16
GOTERM_BP_5,embryonic organ development,8.10E-01,77,9.00E-01,73,5.70E-01,94,7.00E-01,68,9.20E-01,83,7.70E-01,79,9.20E-01,71
GOTERM_BP_5,phospholipid metabolic process,2.00E-01,97,8.00E-01,84,5.50E-01,104,8.00E-01,73,8.40E-01,95,8.30E-01,86,8.90E-01,80
GOTERM_BP_5,glycerophospholipid metabolic process,2.40E-01,61,5.90E-01,55,4.80E-01,66,6.00E-01,48,6.90E-01,61,7.10E-01,55,8.40E-01,50
GOTERM_BP_5,positive regulation of ossification,4.70E-01,13,1.00E+00,#N/A,7.40E-01,13,3.70E-01,12,6.80E-01,13,6.60E-01,12,5.70E-01,12
GOTERM_BP_5,regulation of ion transmembrane transporter activity,7.70E-01,11,1.00E+00,#N/A,8.50E-01,12,1.00E+00,#N/A,9.00E-01,11,7.90E-01,11,8.40E-01,10
GOTERM_BP_5,embryonic placenta development,6.30E-01,12,6.00E-01,12,2.80E-01,16,1.00E+00,#N/A,9.60E-01,10,6.60E-01,12,1.00E+00,#N/A
GOTERM_BP_5,regulation of RNA stability,1.00E+00,#N/A,2.90E-01,14,4.30E-01,15,6.90E-01,10,5.30E-01,14,2.10E-01,15,2.60E-01,14
GOTERM_BP_5,negative regulation of secretion,9.80E-01,20,9.10E-01,22,8.90E-01,27,5.90E-01,23,9.80E-01,23,9.10E-01,23,9.60E-01,20
GOTERM_BP_5,ameboidal cell migration,8.40E-01,16,9.70E-01,13,5.90E-01,21,8.80E-01,13,7.50E-01,19,8.60E-01,16,9.30E-01,14
GOTERM_BP_5,peroxisomal transport,1.00E+00,#N/A,1.00E+00,#N/A,1.10E-01,12,1.00E+00,#N/A,3.80E-01,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,synaptic vesicle exocytosis,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of interleukin-1 secretion,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of polysaccharide metabolic process,1.10E-01,11,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,detection of visible light,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of type I interferon production,1.00E+00,#N/A,2.10E-01,10,1.10E-01,12,1.00E+00,#N/A,1.00E+00,#N/A,1.20E-01,11,1.00E+00,#N/A
